Trait	nSNP	overall_p	mscomp	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Population	FDR.overall	sig.overall
HP29_Wang_30092202_1	1621	1	PC8 (1e+00)	Wang	2018	30092202	HP29	IL4 Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP30_Wang_30092202_1	1621	1	PC2 (1e+00)	Wang	2018	30092202	HP30	IL4 Uninfected (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP31_Wang_30092202_1	1621	1	PC13 (9e-01)	Wang	2018	30092202	HP31	IL6 Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP32_Wang_30092202_1	1621	1	PC14 (1e+00)	Wang	2018	30092202	HP32	IL6 Uninfected (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP33_Wang_30092202_1	1621	1	PC9 (1e+00)	Wang	2018	30092202	HP33	IL8 Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP34_Wang_30092202_1	1621	1	PC2 (1e+00)	Wang	2018	30092202	HP34	IL8 Uninfected (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP35_Wang_30092202_1	1621	1	PC5 (1e+00)	Wang	2018	30092202	HP35	IP10 Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP36_Wang_30092202_1	1621	1	PC12 (9e-01)	Wang	2018	30092202	HP36	IP10 S typhimurium (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP37_Wang_30092202_1	1621	1	PC11 (1e+00)	Wang	2018	30092202	HP37	IP10 Uninfected ELISA (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP38_Wang_30092202_1	1621	1	PC11 (1e+00)	Wang	2018	30092202	HP38	IP10 Uninfected Luminex (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP39_Wang_30092202_1	1621	1	PC11 (9e-01)	Wang	2018	30092202	HP39	MDC Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP40_Wang_30092202_1	1621	1	PC7 (9e-01)	Wang	2018	30092202	HP40	MDC S typhimurium (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP41_Wang_30092202_1	1621	1	PC10 (9e-01)	Wang	2018	30092202	HP41	MDC Uninfected ELISA (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP42_Wang_30092202_1	1621	1	PC4 (1e+00)	Wang	2018	30092202	HP42	MDC Uninfected Luminex (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP43_Wang_30092202_1	1621	1	PC7 (1e+00)	Wang	2018	30092202	HP43	MIP1B Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP44_Wang_30092202_1	1621	1	PC8 (9e-01)	Wang	2018	30092202	HP44	MIP1B Uninfected (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP45_Wang_30092202_1	1621	1	PC14 (1e+00)	Wang	2018	30092202	HP45	PDGF AB BB Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP46_Wang_30092202_1	1621	1	PC9 (9e-01)	Wang	2018	30092202	HP46	PDGF AB BB Uninfected (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP47_Wang_30092202_1	1621	1	PC12 (1e+00)	Wang	2018	30092202	HP47	RANTES Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP48_Wang_30092202_1	1621	1	PC14 (1e+00)	Wang	2018	30092202	HP48	RANTES Uninfected (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP49_Wang_30092202_1	1621	1	PC8 (1e+00)	Wang	2018	30092202	HP49	sifA 3 5hr GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP50_Wang_30092202_1	1621	1	PC13 (1e+00)	Wang	2018	30092202	HP50	sifA 3 5hr median GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP51_Wang_30092202_1	1621	1	PC13 (1e+00)	Wang	2018	30092202	HP51	sifA cell death BG subtracted (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP52_Wang_30092202_1	1621	1	PC5 (9e-01)	Wang	2018	30092202	HP52	sifA Intracellular Survival 24hr 3hr GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP53_Wang_30092202_1	1621	1	PC1 (9e-01)	Wang	2018	30092202	HP53	sifA Replication 24 3 5hr median GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP54_Wang_30092202_1	1621	1	PC11 (1e+00)	Wang	2018	30092202	HP54	Staph toxin cell death BG subtracted (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP55_Wang_30092202_1	1621	1	PC12 (1e+00)	Wang	2018	30092202	HP55	S typhi 3 5hr GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP56_Wang_30092202_1	1621	1	PC7 (1e+00)	Wang	2018	30092202	HP56	S typhi 3 5hr median GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP57_Wang_30092202_1	1621	1	PC10 (9e-01)	Wang	2018	30092202	HP57	S typhi cell death BG subtracted (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP58_Wang_30092202_1	1621	1	PC14 (9e-01)	Wang	2018	30092202	HP58	S typhi Intracellular Survival 24hr 3 5hr GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP59_Wang_30092202_1	1621	1	PC10 (1e+00)	Wang	2018	30092202	HP59	S typhimurium 3 5hr GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP60_Wang_30092202_1	1621	1	PC4 (9e-01)	Wang	2018	30092202	HP60	S typhimurium 3 5hr median GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP61_Wang_30092202_1	1621	1	PC7 (1e+00)	Wang	2018	30092202	HP61	S typhimurium cell death BG subtracted (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP62_Wang_30092202_1	1621	1	PC1 (9e-01)	Wang	2018	30092202	HP62	S typhimurium IL10 cell uninfected sub pg ml cell (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP63_Wang_30092202_1	1621	1	PC3 (9e-01)	Wang	2018	30092202	HP63	S typhimurium Intracellular Replication 24 3 5hr median GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP64_Wang_30092202_1	1621	1	PC7 (1e+00)	Wang	2018	30092202	HP64	S typhimurium Intracellular Survival GFP 24hr 3 5hr (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP65_Wang_30092202_1	1621	1	PC5 (1e+00)	Wang	2018	30092202	HP65	S typhi Replication 24 3 5hr median GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP66_Wang_30092202_1	1621	1	PC7 (9e-01)	Wang	2018	30092202	HP66	TNFa Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP67_Wang_30092202_1	1621	1	PC4 (1e+00)	Wang	2018	30092202	HP67	TNFa Uninfected (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP68_Wang_30092202_1	1621	1	PC4 (9e-01)	Wang	2018	30092202	HP68	TNFb Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP69_Wang_30092202_1	1621	1	PC11 (1e+00)	Wang	2018	30092202	HP69	TNFb Uninfected (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP70_Wang_30092202_1	1621	1	PC11 (9e-01)	Wang	2018	30092202	HP70	Toxo 48hr released toxo concentration (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP71_Wang_30092202_1	1621	1	PC1 (9e-01)	Wang	2018	30092202	HP71	Toxo 5hr cell death BG sub (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP72_Wang_30092202_1	1621	1	PC4 (9e-01)	Wang	2018	30092202	HP72	Toxo 5hr gfp (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP73_Wang_30092202_1	1621	1	PC6 (1e+00)	Wang	2018	30092202	HP73	Toxo 5hr median (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP74_Wang_30092202_1	1621	1	PC4 (9e-01)	Wang	2018	30092202	HP74	Toxo replication 30 5hr median GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP75_Wang_30092202_1	1621	1	PC12 (1e+00)	Wang	2018	30092202	HP75	Toxo spread 30hr 5hr GFP (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP76_Wang_30092202_1	1621	1	PC4 (9e-01)	Wang	2018	30092202	HP76	Uninfected cell death 3 5hr (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP77_Wang_30092202_1	1621	1	PC7 (9e-01)	Wang	2018	30092202	HP77	VEGF Chlamydia (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP78_Wang_30092202_1	1621	1	PC12 (9e-01)	Wang	2018	30092202	HP78	VEGF Uninfected (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HP79_Wang_30092202_1	1621	1	PC6 (1e+00)	Wang	2018	30092202	HP79	X3 day viability (H2P2 Project)	BMK	528	0	528	Trans-ethnic	1	N
HPYLCAGAAB_ButlerLaporte_33204752_1	1659	0.307227330816909	PC9 (5e-03)	ButlerLaporte	2020	33204752	HPYLCAGAAB	Helicobacter pylori CagA antibody levels	BMK	985	0	985	European (UK)	0.600274938673038	N
HPYLCATAB_ButlerLaporte_33204752_1	1659	0.820339223011791	PC1 (5e-02)	ButlerLaporte	2020	33204752	HPYLCATAB	Helicobacter pylori Catalase antibody levels	BMK	1558	0	1558	European (UK)	1	N
HPYLGROELAB_ButlerLaporte_33204752_1	1659	0.596792288155718	PC2 (4e-02)	ButlerLaporte	2020	33204752	HPYLGROELAB	Helicobacter pylori GroEL antibody levels	BMK	2716	0	2716	European (UK)	0.925390203492142	N
HPYLIGG_ButlerLaporte_33204752_1	1659	0.9284249666126	PC13 (1e-01)	ButlerLaporte	2020	33204752	HPYLIGG	Anti-helicobacter pylori IgG seropositivity	BMK	8735	0	8735	European (UK)	1	N
HPYLOMPAB_ButlerLaporte_33204752_1	1659	0.725266515843774	PC1 (4e-02)	ButlerLaporte	2020	33204752	HPYLOMPAB	Helicobacter pylori OMP antibody levels	BMK	2640	0	2640	European (UK)	1	N
HPYLUREAAB_ButlerLaporte_33204752_1	1659	0.788338808041456	PC12 (1e-01)	ButlerLaporte	2020	33204752	HPYLUREAAB	Helicobacter pylori UREA antibody levels	BMK	2251	0	2251	European (UK)	1	N
HPYLVACAAB_ButlerLaporte_33204752_1	1659	0.800996847896402	PC12 (7e-02)	ButlerLaporte	2020	33204752	HPYLVACAAB	Helicobacter pylori VacA antibody levels	BMK	1571	0	1571	European (UK)	1	N
HSP27_Folkersen_33067605_1	1661	7.08528731674827e-09	PC3 (1e-12)	Folkersen	2020	33067605	HSP27	Heat shock 27 kDa protein levels	BMK	21758	0	21758	European	5.29312640721783e-08	Y
HSV1IGG_ButlerLaporte_33204752_1	1659	0.06434106791873	PC10 (2e-02)	ButlerLaporte	2020	33204752	HSV1IGG	Anti-herpes simplex virus 1 IgG measurement	BMK	8735	0	8735	European (UK)	0.183189056417117	N
HSV1IGG_Scepanovic_30053915_1	1655	0.272451209229329	PC11 (2e-01)	Scepanovic	2018	30053915	HSV1IGG	Anti-herpes simplex virus 1 IgG measurement	BMK	645	0	645	European (France)	0.564919241993874	N
HSV1MGG1AB_ButlerLaporte_33204752_1	1659	0.044050727643955	PC2 (4e-03)	ButlerLaporte	2020	33204752	HSV1MGG1AB	Herpes simplex virus 1 mgG-1 antibody levels	BMK	6199	0	6199	European (UK)	0.138992358031858	N
HSV1_Scepanovic_30053915_1	1655	0.545442800094756	PC5 (6e-02)	Scepanovic	2018	30053915	HSV1	HSV1 seropositivity	INF	355	645	1000	European (France)	0.865134898048492	N
HSV2IGG_ButlerLaporte_33204752_1	1659	0.725153341534731	PC12 (4e-02)	ButlerLaporte	2020	33204752	HSV2IGG	Anti-herpes simplex virus 2 IgG measurement	BMK	8735	0	8735	European (UK)	1	N
HSV2IGG_Scepanovic_30053915_1	1655	0.836982896749654	PC6 (1e-01)	Scepanovic	2018	30053915	HSV2IGG	Anti-herpes simplex virus 2 IgG measurement	BMK	208	0	208	European (France)	1	N
HSV2MMG1AB_ButlerLaporte_33204752_1	1659	0.194023511358594	PC10 (6e-03)	ButlerLaporte	2020	33204752	HSV2MMG1AB	Herpes simplex virus 2 mgG-1 antibody levels	BMK	1382	0	1382	European (UK)	0.43911309909127	N
HSV2_Scepanovic_30053915_1	1655	0.231504679784986	PC5 (2e-02)	Scepanovic	2018	30053915	HSV2	HSV2 seropositivity	INF	792	208	1000	European (France)	0.813917354701615	N
HYPCARD_Sakaue_doi1011012020102320213652_1	1560	0.634382763379804	PC13 (6e-02)	Sakaue	2021	doi1011012020102320213652	HYPCARD	Hypertrophic cardiomyopathy	OTH	177745	383	178128	East Asian (Japanese)	0.887392496414474	N
HYPERTHY_Sakaue_doi1011012020102320213652_1	1560	0.17779087513803	PC13 (3e-02)	Sakaue	2021	doi1011012020102320213652	HYPERTHY	Hyperthyroidism	IMD	172656	994	173650	East Asian (Japanese)	0.387768029395876	N
HYPOTHY_Sakaue_doi1011012020102320213652_1	1560	0.55120217424691	PC5 (7e-02)	Sakaue	2021	doi1011012020102320213652	HYPOTHY	Hypothyroidism	IMD	172656	1114	173770	East Asian (Japanese)	0.74177739406632	N
IBD_Brant_27693347_1	1652	0.0140109435184004	PC9 (1e-03)	Brant	2017	27693347	IBD	Inflammatory Bowel Disease	IMD	5002	116	5118	African (African Americans)	0.0538775232009169	N
IBD_DeLange_28067908_1	1661	3.011065579368e-26	PC2 (1e-13)	DeLange	2017	28067908	IBD	Inflammatory Bowel Disease	IMD	34915	25042	59957	European	5.85999685830849e-25	Y
IBD_Liu_26192919_1	1656	1.99063270575167e-12	PC2 (3e-07)	Liu	2015	26192919	IBD	Inflammatory Bowel Disease	IMD	21770	12882	34652	European	2.65068460292196e-11	Y
IDA_Sakaue_doi1011012020102320213652_1	1560	0.683806670067924	PC7 (6e-02)	Sakaue	2021	doi1011012020102320213652	IDA	Iron deficiency anemia	OTH	174057	4618	178675	East Asian (Japanese)	0.905230275291792	N
IFNG_AholaOlli_27989323_1	1660	0.0501023245093886	PC12 (3e-03)	AholaOlli	2017	27989323	IFNG	Interferon-gamma (IFNg) levels	BMK	7701	0	7701	European (Finnish)	0.151604614095586	N
IFNG_Hoglund_31727947_1	1660	0.290447410464219	PC4 (6e-03)	Hoglund	2020	31727947	IFNG	Interferon-gamma (IFNg) levels	BMK	366	0	366	European (Swedish)	0.58438755407702	N
IFNG_Reales_up_1	1660	0.0511889930710994	PC12 (8e-04)	Reales	2020	up	IFNG	Interferon-gamma (IFNg) levels	BMK	8067	0	8067	European (Finnish + Swedish)	0.152964755765403	N
IGAD_Bronson_27723758_1	1659	0.000274521507590514	PC5 (9e-05)	Bronson	2016	27723758	IGAD	IgA deficiency	IMD	4852	1635	6487	European	0.00204276298295294	Y
IGAN_Kiryluk_25305756_1	1661	0.00374680130809057	PC11 (8e-03)	Kiryluk	2014	25305756	IGAN	IgA nephropathy	IMD	3952	2747	6699	Trans-ethnic (European + Asian)	0.0189588146189383	N
IGAN_Sakaue_doi1011012020102320213652_1	1560	0.842332596777962	PC10 (1e-01)	Sakaue	2021	doi1011012020102320213652	IGAN	IgA nephropathy	IMD	175288	71	175359	East Asian (Japanese)	0.954678560823909	N
IGA_Scepanovic_30053915_1	1655	0.81557888487789	PC5 (2e-01)	Scepanovic	2018	30053915	IGA	IgA levels	BMK	1000	0	1000	European (France)	1	N
IGE_Scepanovic_30053915_1	1655	0.36495987558077	PC14 (6e-02)	Scepanovic	2018	30053915	IGE	IgE levels	BMK	1000	0	1000	European (France)	0.674180424709204	N
IGF1_SinnottArmstrong_33462484_1	1640	7.57130990651293e-33	PC8 (2e-16)	SinnottArmstrong	2021	33462484	IGF1	Insulin-like growth factor 1 (IGF-1) levels	BMK	361107	0	361107	Trans-ethnic	7.84943965818075e-32	Y
IGG_Scepanovic_30053915_1	1655	0.603441121781716	PC8 (4e-02)	Scepanovic	2018	30053915	IGG	IgG levels	BMK	1000	0	1000	European (France)	0.931757112052012	N
IGM_Scepanovic_30053915_1	1655	0.481867522706389	PC6 (5e-03)	Scepanovic	2018	30053915	IGM	IgM levels	BMK	1000	0	1000	European (France)	0.801484192024554	N
IL10RA_Hoglund_31727947_1	1660	0.297270193852764	PC4 (2e-02)	Hoglund	2020	31727947	IL10RA	Interleukin 10 receptor, alpha subunit (IL10RA, CD210) levels	BMK	224	0	224	European (Swedish)	0.589853995975348	N
IL10RB_Hoglund_31727947_1	1660	0.26167990102157	PC4 (3e-02)	Hoglund	2020	31727947	IL10RB	Interleukin 10 receptor, beta subunit (IL10RB) levels	BMK	871	0	871	European (Swedish)	0.544808974258023	N
IL10_AholaOlli_27989323_1	1660	0.000122469689457928	PC13 (2e-03)	AholaOlli	2017	27989323	IL10	Interleukin-10 (IL10, CSIF) levels	BMK	7681	0	7681	European (Finnish)	0.000641387652006468	Y
IL10_Hoglund_31727947_1	1660	0.132024491840388	PC2 (7e-02)	Hoglund	2020	31727947	IL10	Interleukin-10 (IL10, CSIF) levels	BMK	870	0	870	European (Swedish)	0.32692084706123	N
IL10_Reales_up_1	1660	0.000877509607856037	PC9 (4e-03)	Reales	2020	up	IL10	Interleukin-10 (IL10, CSIF) levels	BMK	4555	0	4555	European (Finnish + Swedish)	0.00412754519250803	Y
IL12B_Hoglund_31727947_1	1660	0.722239275233278	PC1 (1e-01)	Hoglund	2020	31727947	IL12B	Interleukin-12, beta subunit (IL12B) levels	BMK	871	0	871	European (Swedish)	1	N
IL12_AholaOlli_27989323_1	1660	0.000525714736011661	PC13 (1e-03)	AholaOlli	2017	27989323	IL12	Interleukin-12 (IL-12) levels	BMK	8270	0	8270	European (Finnish)	0.00254345796089451	Y
IL13_AholaOlli_27989323_1	1660	0.0599800898476891	PC8 (7e-02)	AholaOlli	2017	27989323	IL13	Interleukin-13 (IL13) levels	BMK	3557	0	3557	European (Finnish)	0.173124350242194	N
IL13_Hoglund_31727947_1	1658	0.634746742368456	PC5 (2e-02)	Hoglund	2020	31727947	IL13	Interleukin-13 (IL13) levels	BMK	66	0	66	European (Swedish)	0.953037842958051	N
IL13_Reales_up_1	1658	0.150170803873497	PC8 (5e-02)	Reales	2020	up	IL13	Interleukin-13 (IL13) levels	BMK	3623	0	3623	European (Finnish + Swedish)	0.361548665249936	N
IL15RA_Hoglund_31727947_1	1660	0.611575282646654	PC6 (9e-02)	Hoglund	2020	31727947	IL15RA	Interleukin 15 receptor, alpha subunit (IL15RA) levels	BMK	741	0	741	European (Swedish)	0.935783866218374	N
IL16_AholaOlli_27989323_1	1660	0.654432092329616	PC8 (5e-02)	AholaOlli	2017	27989323	IL16	Interleukin-16 (IL16) levels	BMK	3483	0	3483	European (Finnish)	0.966428787510014	N
IL16_Folkersen_33067605_1	1661	1.55452621009437e-06	PC8 (2e-04)	Folkersen	2020	33067605	IL16	Interleukin-16 (IL16) levels	BMK	21758	0	21758	European	1.01243501888197e-05	Y
IL17C_Hoglund_31727947_1	1660	0.70114042234664	PC7 (7e-02)	Hoglund	2020	31727947	IL17C	Interleukin-17c (IL17C) levels	BMK	424	0	424	European (Swedish)	1	N
IL17_AholaOlli_27989323_1	1660	0.0265527092333335	PC8 (1e-02)	AholaOlli	2017	27989323	IL17	Interleukin-17 (IL17) levels	BMK	7760	0	7760	European (Finnish)	0.0893296443081683	N
IL17_Hoglund_31727947_1	1660	0.947964906455105	PC6 (2e-01)	Hoglund	2020	31727947	IL17	Interleukin-17 (IL17) levels	BMK	654	0	654	European (Swedish)	1	N
IL17_Reales_up_1	1660	0.0510181471083389	PC3 (2e-02)	Reales	2020	up	IL17	Interleukin-17 (IL17) levels	BMK	8414	0	8414	European (Finnish + Swedish)	0.152964755765403	N
IL18R1_Hoglund_31727947_1	1660	0.455404615514316	PC11 (7e-02)	Hoglund	2020	31727947	IL18R1	interleukin-18 receptor 1 (IL-18R1) levels	BMK	871	0	871	European (Swedish)	0.777527646186713	N
IL18_AholaOlli_27989323_1	1660	0.309567522152774	PC10 (5e-02)	AholaOlli	2017	27989323	IL18	Interleukin-18 (IL18) levels	BMK	3636	0	3636	European (Finnish)	0.602529889860572	N
IL18_Folkersen_33067605_1	1661	2.54494061816015e-05	PC8 (9e-08)	Folkersen	2020	33067605	IL18	Interleukin-18 (IL18) levels	BMK	21758	0	21758	European	0.000148601130347742	Y
IL18_Hoglund_31727947_1	1660	0.748291679665687	PC13 (2e-01)	Hoglund	2020	31727947	IL18	Interleukin-18 (IL18) levels	BMK	850	0	850	European (Swedish)	1	N
IL18_Hoglund_31727947_2	1660	0.783677452762489	PC13 (8e-02)	Hoglund	2020	31727947	IL18	Interleukin-18 (IL18) levels	BMK	936	0	936	European (Swedish)	1	N
IL18_Reales_up_1	1660	0.300250947541783	PC10 (2e-02)	Reales	2020	up	IL18	Interleukin-18 (IL18) levels	BMK	4572	0	4572	European (Finnish + Swedish)	0.591191788183046	N
IL1A_Hoglund_31727947_1	1656	0.199672978424917	PC12 (9e-03)	Hoglund	2020	31727947	IL1A	Interleukin-1-alpha (IL1a) levels	BMK	56	0	56	European (Swedish)	0.448822447079017	N
IL1B_AholaOlli_27989323_1	1660	0.0836505045499588	PC1 (4e-02)	AholaOlli	2017	27989323	IL1B	Interleukin-1-beta (IL1b) levels	BMK	3309	0	3309	European (Finnish)	0.223738361387427	N
IL1RA_AholaOlli_27989323_1	1660	0.0811647757735448	PC11 (4e-02)	AholaOlli	2017	27989323	IL1RA	Interleukin-1 receptor antagonist (IL1ra) levels	BMK	3638	0	3638	European (Finnish)	0.22082633731727	N
IL1RA_Folkersen_33067605_1	1661	0.000100015873658129	PC2 (1e-04)	Folkersen	2020	33067605	IL1RA	Interleukin-1 receptor antagonist (IL1ra) levels	BMK	21758	0	21758	European	0.000529250664774266	Y
IL20RA_Hoglund_31727947_1	1660	0.647528322167102	PC6 (1e-01)	Hoglund	2020	31727947	IL20RA	Interleukin 20 receptor, alpha subunit (IL20RA) levels	BMK	159	0	159	European (Swedish)	0.961825694914877	N
IL20_Hoglund_31727947_1	1660	0.922728151179812	PC9 (1e-01)	Hoglund	2020	31727947	IL20	Interleukin-20 (IL20) levels	BMK	99	0	99	European (Swedish)	1	N
IL22RA1_Hoglund_31727947_1	1658	0.347933978126804	PC3 (1e-02)	Hoglund	2020	31727947	IL22RA1	Interleukin 22 receptor, alpha 1 (IL22RA1) levels	BMK	54	0	54	European (Swedish)	0.654631336623765	N
IL24_Hoglund_31727947_1	1660	0.223399528561821	PC4 (7e-03)	Hoglund	2020	31727947	IL24	Interleukin-24 (IL24) levels	BMK	58	0	58	European (Swedish)	0.484987010723953	N
IL27_Folkersen_33067605_1	1661	0.000384027793235822	PC8 (1e-04)	Folkersen	2020	33067605	IL27	Interleukin-27 levels	BMK	21758	0	21758	European	0.00191137805962178	Y
IL2RA_AholaOlli_27989323_1	1660	0.205114006988965	PC8 (4e-02)	AholaOlli	2017	27989323	IL2RA	Interleukin-2 receptor, alpha subunit (IL2ra) levels	BMK	3677	0	3677	European (Finnish)	0.457008401536817	N
IL2RB_Hoglund_31727947_1	1660	0.376341713263061	PC9 (4e-02)	Hoglund	2020	31727947	IL2RB	Interleukin-2 receptor, beta subunit (IL2rb) levels	BMK	97	0	97	European (Swedish)	0.687703562365594	N
IL2_AholaOlli_27989323_1	1660	0.0836816705976597	PC1 (5e-02)	AholaOlli	2017	27989323	IL2	Interleukin-2 (IL2) levels	BMK	3475	0	3475	European (Finnish)	0.223738361387427	N
IL4_AholaOlli_27989323_1	1660	0.0182362390729622	PC13 (1e-02)	AholaOlli	2017	27989323	IL4	Interleukin-4 (IL4) levels	BMK	8124	0	8124	European (Finnish)	0.0643333989518389	N
IL4_Hoglund_31727947_1	1660	0.567419320218068	PC5 (6e-02)	Hoglund	2020	31727947	IL4	Interleukin-4 (IL4) levels	BMK	188	0	188	European (Swedish)	0.900914020608882	N
IL4_Reales_up_1	1660	0.0361901711500298	PC13 (4e-02)	Reales	2020	up	IL4	Interleukin-4 (IL4) levels	BMK	8312	0	8312	European (Finnish + Swedish)	0.11635827179883	N
IL5_AholaOlli_27989323_1	1660	0.0702581892050951	PC7 (3e-02)	AholaOlli	2017	27989323	IL5	Interleukin-5 (IL5) levels	BMK	3364	0	3364	European (Finnish)	0.197188729923692	N
IL5_Hoglund_31727947_1	1660	0.359530411834001	PC1 (2e-02)	Hoglund	2020	31727947	IL5	Interleukin-5 (IL5) levels	BMK	124	0	124	European (Swedish)	0.669016297478654	N
IL5_Reales_up_1	1660	0.056102420530504	PC1 (8e-03)	Reales	2020	up	IL5	Interleukin-5 (IL5) levels	BMK	3488	0	3488	European (Finnish + Swedish)	0.162857312168549	N
IL6RA_Folkersen_33067605_1	1661	4.22690000834246e-05	PC8 (6e-05)	Folkersen	2020	33067605	IL6RA	Interleukin-6 receptor A subunit (IL6RA) levels	BMK	21758	0	21758	European	0.000233398391764997	Y
IL6_AholaOlli_27989323_1	1660	0.0105934269512934	PC13 (2e-03)	AholaOlli	2017	27989323	IL6	Interleukin-6 (IL6) levels	BMK	8190	0	8190	European (Finnish)	0.0395695653768901	N
IL6_Folkersen_33067605_1	1661	0.912864621845843	PC1 (2e-01)	Folkersen	2020	33067605	IL6	Interleukin-6 (IL6) levels	BMK	21758	0	21758	European	1	N
IL6_Hoglund_31727947_1	1660	0.0423516354300007	PC6 (7e-03)	Hoglund	2020	31727947	IL6	Interleukin-6 (IL6) levels	BMK	849	0	849	European (Swedish)	0.134466442490252	N
IL6_Hoglund_31727947_2	1660	0.0643256027365618	PC9 (9e-03)	Hoglund	2020	31727947	IL6	Interleukin-6 (IL6) levels	BMK	918	0	918	European (Swedish)	0.183189056417117	N
IL6_Reales_up_1	1660	0.00363930116968463	PC12 (6e-04)	Reales	2020	up	IL6	Interleukin-6 (IL6) levels	BMK	9108	0	9108	European (Finnish + Swedish)	0.0150680104129045	N
IL7_AholaOlli_27989323_1	1660	0.000278741094567268	PC1 (2e-03)	AholaOlli	2017	27989323	IL7	Interleukin-7 (IL7) levels	BMK	3409	0	3409	European (Finnish)	0.00141600476040172	Y
IL7_Hoglund_31727947_1	1660	0.884652779653076	PC5 (1e-01)	Hoglund	2020	31727947	IL7	Interleukin-7 (IL7) levels	BMK	801	0	801	European (Swedish)	1	N
IL7_Reales_up_1	1660	0.00151407641669193	PC1 (6e-03)	Reales	2020	up	IL7	Interleukin-7 (IL7) levels	BMK	4210	0	4210	European (Finnish + Swedish)	0.00699228017890455	Y
IL8_AholaOlli_27989323_1	1660	0.00063655499893783	PC2 (6e-03)	AholaOlli	2017	27989323	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	3526	0	3526	European (Finnish)	0.00305065980623036	Y
IL8_Folkersen_33067605_1	1661	2.15728256278871e-05	PC11 (1e-04)	Folkersen	2020	33067605	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	21758	0	21758	European	0.00012743017929031	Y
IL8_Hoglund_31727947_1	1660	0.0527202133812232	PC2 (4e-03)	Hoglund	2020	31727947	IL8	Interleukin-8 (IL8, CXCL8)  levels	BMK	871	0	871	European (Swedish)	0.156619113436616	N
